session.id,tender,processor,gear,fish.number,length,weight,sex,age,gonad,Slide,Lot,Catch.Date,Location,Comments
TOGHER_2020_06_09_12_32_16,Gordan Jensen,icicle,5,4,238,178,1,4,5,42,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_15_08_53,Gordan Jensen,icicle,5,4,249,209,1,5,5,52,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_16_27,Gordan Jensen,icicle,5,7,254,209,2,5,5,57,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_14_42_33,Gordan Jensen,icicle,5,6,259,209,1,5,5,94,2,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_18_41,Gordan Jensen,icicle,5,6,263,277,2,6,5,39,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_12_13_11,Gordan Jensen,icicle,5,8,270,295,2,7,5,86,38,5/10/2020,Nunavachak,
TOGHER_2020_06_08_15_35_19,Gordan Jensen,icicle,5,9,279,292,1,7,5,14,1,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_29_24,Gordan Jensen,icicle,5,5,270,277,1,6,5,59,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_17_48_54,Gordan Jensen,icicle,5,3,264,276,2,6,5,24,5,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_40_06,Gordan Jensen,icicle,5,3,274,295,2,28,5,43,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_40_06,Gordan Jensen,icicle,5,4,264,284,2,28,5,43,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_16_29_24,Gordan Jensen,icicle,5,9,270,292,2,7,5,59,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_12_39_17,Gordan Jensen,icicle,5,2,268,276,1,6,5,91,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_12_40_06,Gordan Jensen,icicle,5,7,243,209,2,28,5,43,44,5/13/2020,Nunavachak,
TOGHER_2020_06_08_16_28_54,Gordan Jensen,icicle,5,7,279,291,1,7,5,17,1,5/4/2020,Nunavachak,
TOGHER_2020_06_09_10_59_54,Gordan Jensen,icicle,5,1,263,275,2,6,4,32,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_12_40_06,Gordan Jensen,icicle,5,10,228,171,2,4,4,43,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_10_34_48,Gordan Jensen,icicle,5,10,276,291,1,7,5,73,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_11_51_07,Gordan Jensen,icicle,5,8,261,275,2,6,5,82,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_15_26_07,Gordan Jensen,icicle,5,9,268,290,2,7,5,97,2,5/4/2020,Nunavachak,
TOGHER_2020_06_10_09_16_01,Gordan Jensen,icicle,5,2,265,311,2,8,4,63,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_43_44,Gordan Jensen,icicle,5,5,235,168,2,4,5,44,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_43_44,Gordan Jensen,icicle,5,6,220,160,2,4,5,44,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_43_44,Gordan Jensen,icicle,5,7,254,221,1,28,5,44,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_43_44,Gordan Jensen,icicle,5,8,239,183,1,4,5,44,44,5/13/2020,Nunavachak,
TOGHER_2020_06_08_17_48_54,Gordan Jensen,icicle,5,2,271,289,1,7,5,24,5,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_43_44,Gordan Jensen,icicle,5,10,NA,NA,NA,30,NA,44,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_32_16,Gordan Jensen,icicle,5,10,279,289,1,7,5,42,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_16_13_00,Gordan Jensen,icicle,5,9,258,289,2,7,5,56,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_14_04_58,Gordan Jensen,icicle,5,7,271,288,2,7,4,4,24,5/8/2020,Nunavachak,
TOGHER_2020_06_09_14_42_50,Gordan Jensen,icicle,5,4,245,216,2,4,5,45,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_16_27,Gordan Jensen,icicle,5,4,267,274,2,6,5,57,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_14_04_58,Gordan Jensen,icicle,5,5,249,208,1,5,5,4,24,5/8/2020,Nunavachak,
TOGHER_2020_06_08_14_57_09,Gordan Jensen,icicle,5,3,246,208,1,5,5,8,24,5/8/2020,Nunavachak,
TOGHER_2020_06_10_16_12_48,Gordan Jensen,icicle,5,10,267,306,1,8,5,102,3,5/4/2020,Nunavachak,
TOGHER_2020_06_09_14_42_50,Gordan Jensen,icicle,5,9,240,170,1,4,5,45,4,5/4/2020,Nunavachak,
TOGHER_2020_06_10_12_01_44,Gordan Jensen,icicle,5,6,260,274,2,6,5,84,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_14_46_45,Gordan Jensen,icicle,5,1,268,283,2,28,4,46,4,5/4/2020,Nunavachak,
TOGHER_2020_06_10_14_35_27,Gordan Jensen,icicle,5,4,284,273,2,6,7,93,2,5/4/2020,Nunavachak,
TOGHER_2020_06_08_16_34_12,Gordan Jensen,icicle,5,5,272,288,1,7,5,18,1,5/4/2020,Nunavachak,
TOGHER_2020_06_10_15_36_40,Gordan Jensen,icicle,5,8,272,273,2,6,5,100,3,5/4/2020,Nunavachak,
TOGHER_2020_06_09_15_06_28,Gordan Jensen,icicle,5,6,259,272,1,6,5,51,4,5/4/2020,Nunavachak,
TOGHER_2020_06_08_16_28_54,Gordan Jensen,icicle,5,9,277,304,1,8,5,17,1,5/4/2020,Nunavachak,
TOGHER_2020_06_10_12_08_18,Gordan Jensen,icicle,5,3,263,272,1,6,5,85,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_14_46_45,Gordan Jensen,icicle,5,8,235,195,1,28,5,46,4,5/4/2020,Nunavachak,
TOGHER_2020_06_10_14_47_01,Gordan Jensen,icicle,5,4,266,271,2,6,5,95,2,5/4/2020,Nunavachak,
TOGHER_2020_06_09_14_46_45,Gordan Jensen,icicle,5,10,244,195,1,28,5,46,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_23_46,Gordan Jensen,icicle,5,5,273,288,2,7,5,40,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_14_49_33,Gordan Jensen,icicle,5,2,291,420,1,11,5,47,4,5/4/2020,Nunavachak,
TOGHER_2020_06_10_14_47_01,Gordan Jensen,icicle,5,8,267,271,1,6,5,95,2,5/4/2020,Nunavachak,
TOGHER_2020_06_10_10_34_48,Gordan Jensen,icicle,5,8,298,389,2,10,5,73,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_10_32_43,Gordan Jensen,icicle,5,10,250,208,1,5,5,31,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_14_49_33,Gordan Jensen,icicle,5,6,255,237,2,29,4,47,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_14_49_33,Gordan Jensen,icicle,5,7,266,277,1,28,5,47,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_28_36,Gordan Jensen,icicle,5,2,275,304,1,8,5,41,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_14_49_33,Gordan Jensen,icicle,5,9,291,332,1,28,5,47,4,5/4/2020,Nunavachak,
TOGHER_2020_06_08_17_44_41,Gordan Jensen,icicle,5,9,284,340,2,9,5,23,5,5/4/2020,Nunavachak,
TOGHER_2020_06_10_09_16_01,Gordan Jensen,icicle,5,8,243,208,2,5,5,63,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_11_54_32,Gordan Jensen,icicle,5,4,282,288,1,7,5,NA,NA,5/10/2020,Nunavachak,
TOGHER_2020_06_10_15_29_13,Gordan Jensen,icicle,5,9,267,271,2,6,5,98,2,5/4/2020,Nunavachak,
TOGHER_2020_06_10_16_12_48,Gordan Jensen,icicle,5,3,263,271,1,6,5,102,3,5/4/2020,Nunavachak,
TOGHER_2020_06_09_14_52_32,Gordan Jensen,icicle,5,5,282,NA,2,28,5,48,4,5/4/2020,Nunavachak,
TOGHER_2020_06_08_15_09_17,Gordan Jensen,icicle,5,4,268,270,1,6,5,11,24,5/8/2020,Nunavachak,
TOGHER_2020_06_08_17_44_41,Gordan Jensen,icicle,5,5,267,270,1,6,5,23,5,5/4/2020,Nunavachak,
TOGHER_2020_06_10_09_26_39,Gordan Jensen,icicle,5,6,237,208,2,5,4,65,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_10_02_07,Gordan Jensen,icicle,5,10,286,303,1,8,5,27,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_12_15_58,Gordan Jensen,icicle,5,8,269,269,2,6,5,38,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_12_28_58,Gordan Jensen,icicle,5,3,273,288,1,7,5,89,38,5/10/2020,Nunavachak,
TOGHER_2020_06_10_12_39_17,Gordan Jensen,icicle,5,1,273,302,2,8,5,91,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_12_28_36,Gordan Jensen,icicle,5,7,264,269,1,6,7,41,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_11_35_26,Gordan Jensen,icicle,5,6,260,268,1,6,5,80,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_15_00_31,Gordan Jensen,icicle,5,5,264,323,1,28,5,49,4,5/4/2020,Nunavachak,
TOGHER_2020_06_10_11_28_17,Gordan Jensen,icicle,5,5,240,208,2,5,5,78,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_08_16_50_33,Gordan Jensen,icicle,5,7,278,339,2,9,4,21,5,5/4/2020,Nunavachak,
TOGHER_2020_06_09_15_00_31,Gordan Jensen,icicle,5,8,316,455,1,12,5,49,4,5/4/2020,Nunavachak,
TOGHER_2020_06_08_14_09_47,Gordan Jensen,icicle,5,10,268,287,2,7,5,5,24,5/8/2020,Nunavachak,
TOGHER_2020_06_10_12_13_11,Gordan Jensen,icicle,5,1,286,339,1,9,5,86,38,5/10/2020,Nunavachak,
TOGHER_2020_06_10_15_32_09,Gordan Jensen,icicle,5,6,280,299,1,8,5,99,3,5/4/2020,Nunavachak,
TOGHER_2020_06_08_16_50_33,Gordan Jensen,icicle,5,9,280,287,1,7,4,21,5,5/4/2020,Nunavachak,
TOGHER_2020_06_10_15_32_09,Gordan Jensen,icicle,5,8,275,268,1,6,5,99,3,5/4/2020,Nunavachak,
TOGHER_2020_06_09_15_03_36,Gordan Jensen,icicle,5,4,252,229,1,28,5,50,4,5/4/2020,Nunavachak,
TOGHER_2020_06_08_16_46_30,Gordan Jensen,icicle,5,8,263,266,1,6,5,20,5,5/4/2020,Nunavachak,
TOGHER_2020_06_10_12_24_12,Gordan Jensen,icicle,5,10,242,208,1,5,7,88,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_15_03_36,Gordan Jensen,icicle,5,7,232,186,2,4,4,50,4,5/4/2020,Nunavachak,
TOGHER_2020_06_08_16_28_54,Gordan Jensen,icicle,5,10,274,286,1,7,5,17,1,5/4/2020,Nunavachak,
TOGHER_2020_06_08_17_48_54,Gordan Jensen,icicle,5,1,268,286,1,7,5,24,5,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_18_41,Gordan Jensen,icicle,5,8,277,336,2,9,5,39,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_15_00_31,Gordan Jensen,icicle,5,10,276,328,2,9,5,49,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_15_06_28,Gordan Jensen,icicle,5,2,237,175,1,4,5,51,4,5/4/2020,Nunavachak,
TOGHER_2020_06_08_15_23_51,Gordan Jensen,icicle,5,1,273,295,1,8,5,12,1,5/4/2020,Nunavachak,
TOGHER_2020_06_08_17_53_31,Gordan Jensen,icicle,5,3,268,284,1,7,5,25,5,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_32_16,Gordan Jensen,icicle,5,5,246,206,1,5,5,42,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_14_46_45,Gordan Jensen,icicle,5,4,260,266,2,6,5,46,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_15_06_28,Gordan Jensen,icicle,5,7,271,284,1,7,5,51,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_15_06_28,Gordan Jensen,icicle,5,8,306,468,2,11,5,51,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_17_02_35,Gordan Jensen,icicle,5,2,262,206,1,5,5,62,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_15_06_28,Gordan Jensen,icicle,5,10,259,205,1,5,5,51,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_11_11_36,Gordan Jensen,icicle,5,7,245,204,2,5,5,35,33,5/9/2020,Nunavachak,
TOGHER_2020_06_08_16_28_54,Gordan Jensen,icicle,5,3,274,321,2,9,5,17,1,5/4/2020,Nunavachak,
TOGHER_2020_06_08_15_31_28,Gordan Jensen,icicle,5,2,270,283,1,7,5,13,1,5/4/2020,Nunavachak,
TOGHER_2020_06_09_10_25_12,Gordan Jensen,icicle,5,10,231,202,1,5,5,29,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_09_29_51,Gordan Jensen,icicle,5,9,268,283,1,7,5,66,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_15_08_53,Gordan Jensen,icicle,5,6,NA,NA,NA,30,NA,52,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_15_08_53,Gordan Jensen,icicle,5,7,NA,NA,NA,30,NA,52,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_15_08_53,Gordan Jensen,icicle,5,8,NA,NA,NA,30,NA,52,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_15_08_53,Gordan Jensen,icicle,5,9,NA,NA,NA,30,NA,52,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_15_08_53,Gordan Jensen,icicle,5,10,NA,NA,NA,30,NA,52,4,5/4/2020,Nunavachak,
TOGHER_2020_06_10_09_36_20,Gordan Jensen,icicle,5,10,261,266,1,6,5,68,49,5/13/2020,Nunavachak,
TOGHER_2020_06_08_16_38_43,Gordan Jensen,icicle,5,9,267,263,1,6,5,19,5,5/4/2020,Nunavachak,
TOGHER_2020_06_09_15_14_30,Gordan Jensen,icicle,5,3,225,144,1,4,5,53,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_10_18,Gordan Jensen,icicle,5,3,266,262,2,6,5,55,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_15_14_30,Gordan Jensen,icicle,5,5,313,387,1,10,7,53,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_15_14_30,Gordan Jensen,icicle,5,6,237,183,1,4,5,53,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_15_14_30,Gordan Jensen,icicle,5,7,240,171,1,4,7,53,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_15_14_30,Gordan Jensen,icicle,5,8,235,169,1,30,5,53,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_14_46_45,Gordan Jensen,icicle,5,2,259,261,1,6,5,46,4,5/4/2020,Nunavachak,
TOGHER_2020_06_10_10_38_26,Gordan Jensen,icicle,5,5,246,202,2,5,5,74,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_16_07_18,Gordan Jensen,icicle,5,1,245,187,1,4,5,54,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_15_29_13,Gordan Jensen,icicle,5,7,277,320,1,9,7,98,2,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_07_18,Gordan Jensen,icicle,5,3,230,174,2,4,4,54,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_14_04_58,Gordan Jensen,icicle,5,2,240,201,2,5,4,4,24,5/8/2020,Nunavachak,
TOGHER_2020_06_08_14_52_29,Gordan Jensen,icicle,5,2,245,201,1,5,5,7,24,5/8/2020,Nunavachak,
TOGHER_2020_06_09_14_46_45,Gordan Jensen,icicle,5,7,266,261,2,6,4,46,4,5/4/2020,Nunavachak,
TOGHER_2020_06_10_09_39_50,Gordan Jensen,icicle,5,8,265,261,1,6,7,69,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_16_07_18,Gordan Jensen,icicle,5,8,222,133,1,4,7,54,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_15_01_23,Gordan Jensen,icicle,5,8,259,201,1,5,5,9,24,5/8/2020,Nunavachak,
TOGHER_2020_06_09_16_07_18,Gordan Jensen,icicle,5,10,223,135,1,4,5,54,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_12_16_30,Gordan Jensen,icicle,5,4,282,319,1,9,5,87,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_16_10_18,Gordan Jensen,icicle,5,2,242,176,1,4,5,55,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_15_36_40,Gordan Jensen,icicle,5,1,267,260,1,6,5,100,3,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_10_18,Gordan Jensen,icicle,5,4,229,169,1,4,5,55,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_15_23_51,Gordan Jensen,icicle,5,10,270,282,1,7,5,12,1,5/4/2020,Nunavachak,
TOGHER_2020_06_09_15_03_36,Gordan Jensen,icicle,5,9,267,282,2,7,5,50,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_41_57,Gordan Jensen,icicle,5,8,246,201,1,5,5,61,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_17_02_35,Gordan Jensen,icicle,5,8,237,201,2,5,5,62,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_10_18,Gordan Jensen,icicle,5,9,236,170,2,4,5,55,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_14_57_09,Gordan Jensen,icicle,5,1,251,200,2,5,5,8,24,5/8/2020,Nunavachak,
TOGHER_2020_06_08_15_01_23,Gordan Jensen,icicle,5,2,251,200,1,5,5,9,24,5/8/2020,Nunavachak,
TOGHER_2020_06_09_16_13_00,Gordan Jensen,icicle,5,2,274,243,1,30,7,56,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_16_50_33,Gordan Jensen,icicle,5,1,273,289,2,8,4,21,5,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_13_00,Gordan Jensen,icicle,5,4,229,169,2,4,5,56,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_10_18_48,Gordan Jensen,icicle,5,5,240,199,1,5,5,28,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_16_13_00,Gordan Jensen,icicle,5,6,229,162,2,4,5,56,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_10_28_19,Gordan Jensen,icicle,5,8,239,199,2,5,5,30,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_15_03_36,Gordan Jensen,icicle,5,2,269,280,1,7,5,50,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_25_58,Gordan Jensen,icicle,5,2,269,279,2,7,5,58,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_13_00,Gordan Jensen,icicle,5,10,218,158,2,4,5,56,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_16_27,Gordan Jensen,icicle,5,1,231,170,2,4,4,57,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_16_27,Gordan Jensen,icicle,5,2,249,198,1,29,5,57,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_16_55_08,Gordan Jensen,icicle,5,1,266,289,1,8,5,22,5,5/4/2020,Nunavachak,
TOGHER_2020_06_10_12_36_13,Gordan Jensen,icicle,5,2,272,259,1,6,5,90,38,5/10/2020,Nunavachak,
TOGHER_2020_06_10_09_29_51,Gordan Jensen,icicle,5,7,242,199,2,5,5,66,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_16_16_27,Gordan Jensen,icicle,5,6,262,297,2,28,5,57,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_11_11_36,Gordan Jensen,icicle,5,1,253,197,1,5,5,35,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_16_16_27,Gordan Jensen,icicle,5,8,223,164,2,4,4,57,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_14_42_33,Gordan Jensen,icicle,5,9,268,259,1,6,7,94,2,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_16_27,Gordan Jensen,icicle,5,10,230,161,1,4,5,57,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_25_58,Gordan Jensen,icicle,5,1,239,184,1,4,5,58,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_14_04_58,Gordan Jensen,icicle,5,9,273,277,1,7,5,4,24,5/8/2020,Nunavachak,
TOGHER_2020_06_09_16_25_58,Gordan Jensen,icicle,5,3,221,146,1,28,5,58,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_11_35_26,Gordan Jensen,icicle,5,9,234,197,1,5,5,80,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_16_25_58,Gordan Jensen,icicle,5,5,244,171,1,4,7,58,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_15_26_07,Gordan Jensen,icicle,5,4,259,259,2,6,5,97,2,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_25_58,Gordan Jensen,icicle,5,7,223,147,2,3,5,58,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_10_32_43,Gordan Jensen,icicle,5,9,259,258,1,6,5,31,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_16_25_58,Gordan Jensen,icicle,5,9,240,179,1,4,5,58,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_25_58,Gordan Jensen,icicle,5,10,229,133,1,4,7,58,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_29_24,Gordan Jensen,icicle,5,1,238,188,2,4,5,59,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_29_24,Gordan Jensen,icicle,5,2,259,268,2,28,5,59,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_29_24,Gordan Jensen,icicle,5,3,212,123,1,3,5,59,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_29_24,Gordan Jensen,icicle,5,4,249,189,1,4,5,59,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_15_14_30,Gordan Jensen,icicle,5,9,259,257,1,6,5,53,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_29_24,Gordan Jensen,icicle,5,6,247,188,1,4,5,59,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_29_24,Gordan Jensen,icicle,5,7,274,262,1,28,7,59,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_29_24,Gordan Jensen,icicle,5,8,279,265,1,28,7,59,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_12_43_44,Gordan Jensen,icicle,5,9,262,277,1,7,5,44,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_16_29_24,Gordan Jensen,icicle,5,10,231,164,2,4,5,59,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_33_04,Gordan Jensen,icicle,5,1,242,186,1,4,5,60,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_15_23_51,Gordan Jensen,icicle,5,5,275,256,1,6,4,12,1,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_33_04,Gordan Jensen,icicle,5,3,245,202,2,28,5,60,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_13_49_23,Gordan Jensen,icicle,5,3,239,196,2,5,4,3,24,5/8/2020,Nunavachak,
TOGHER_2020_06_09_16_33_04,Gordan Jensen,icicle,5,5,240,150,2,3,5,60,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_33_04,Gordan Jensen,icicle,5,6,241,193,2,4,5,60,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_33_04,Gordan Jensen,icicle,5,7,254,209,1,28,5,60,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_16_15_10,Gordan Jensen,icicle,5,9,266,276,2,7,5,103,3,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_33_04,Gordan Jensen,icicle,5,9,237,157,1,4,5,60,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_33_04,Gordan Jensen,icicle,5,10,241,178,1,4,5,60,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_16_41_57,Gordan Jensen,icicle,5,1,241,197,1,4,5,61,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_12_32_16,Gordan Jensen,icicle,5,3,266,274,2,7,5,42,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_11_54_32,Gordan Jensen,icicle,5,3,282,274,1,7,7,NA,NA,5/10/2020,Nunavachak,
TOGHER_2020_06_10_12_16_30,Gordan Jensen,icicle,5,3,271,274,2,7,5,87,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_12_32_16,Gordan Jensen,icicle,5,2,259,256,1,6,5,42,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_11_04_50,Gordan Jensen,icicle,5,8,241,196,1,5,5,33,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_16_41_57,Gordan Jensen,icicle,5,7,243,192,1,4,5,61,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_11_35_26,Gordan Jensen,icicle,5,5,240,195,1,5,5,80,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_12_24_12,Gordan Jensen,icicle,5,6,237,195,2,5,5,88,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_16_41_57,Gordan Jensen,icicle,5,10,241,168,2,4,4,61,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
