session.id,tender,processor,gear,fish.number,length,weight,sex,age,gonad,Slide,Lot,Catch.Date,Location,Comments
TOGHER_2020_06_09_16_10_18,Gordan Jensen,icicle,5,1,306,366,1,9,5,55,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_15_20_26,Gordan Jensen,icicle,5,10,278,341,2,8,5,96,2,5/4/2020,Nunavachak,
TOGHER_2020_06_08_16_55_08,Gordan Jensen,icicle,5,10,276,315,1,7,4,22,5,5/4/2020,Nunavachak,
TOGHER_2020_06_08_16_38_43,Gordan Jensen,icicle,5,5,275,314,2,7,4,19,5,5/4/2020,Nunavachak,
TOGHER_2020_06_08_17_44_41,Gordan Jensen,icicle,5,2,284,340,2,8,4,23,5,5/4/2020,Nunavachak,
TOGHER_2020_06_08_16_55_08,Gordan Jensen,icicle,5,2,255,276,2,28,4,22,5,5/4/2020,Nunavachak,
TOGHER_2020_06_10_10_27_25,Gordan Jensen,icicle,5,6,299,365,1,9,5,71,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_12_01_44,Gordan Jensen,icicle,5,5,284,314,1,7,5,84,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_14_42_50,Gordan Jensen,icicle,5,5,259,308,2,6,5,45,4,5/4/2020,Nunavachak,
TOGHER_2020_06_08_16_55_08,Gordan Jensen,icicle,5,6,279,309,1,28,5,22,5,5/4/2020,Nunavachak,
TOGHER_2020_06_10_14_47_01,Gordan Jensen,icicle,5,9,299,359,1,9,5,95,2,5/4/2020,Nunavachak,
TOGHER_2020_06_10_15_26_07,Gordan Jensen,icicle,5,5,286,314,2,7,5,97,2,5/4/2020,Nunavachak,
TOGHER_2020_06_10_14_47_01,Gordan Jensen,icicle,5,10,271,307,2,6,5,95,2,5/4/2020,Nunavachak,
TOGHER_2020_06_08_15_44_20,Gordan Jensen,icicle,5,4,276,313,2,7,5,16,1,5/4/2020,Nunavachak,
TOGHER_2020_06_10_09_42_40,Gordan Jensen,icicle,5,7,276,313,2,7,5,70,49,5/13/2020,Nunavachak,
TOGHER_2020_06_08_16_50_33,Gordan Jensen,icicle,5,8,274,338,2,8,5,21,5,5/4/2020,Nunavachak,
TOGHER_2020_06_09_14_49_33,Gordan Jensen,icicle,5,8,277,334,2,8,5,47,4,5/4/2020,Nunavachak,
TOGHER_2020_06_08_17_44_41,Gordan Jensen,icicle,5,4,278,340,1,28,5,23,5,5/4/2020,Nunavachak,
TOGHER_2020_06_08_15_31_28,Gordan Jensen,icicle,5,5,270,306,2,6,5,13,1,5/4/2020,Nunavachak,
TOGHER_2020_06_10_15_29_13,Gordan Jensen,icicle,5,6,292,334,1,8,5,98,2,5/4/2020,Nunavachak,
TOGHER_2020_06_08_17_44_41,Gordan Jensen,icicle,5,7,311,510,2,11,4,23,5,5/4/2020,Nunavachak,
TOGHER_2020_06_08_17_44_41,Gordan Jensen,icicle,5,8,301,419,2,28,5,23,5,5/4/2020,Nunavachak,
TOGHER_2020_06_09_15_03_36,Gordan Jensen,icicle,5,10,280,356,2,9,4,50,4,5/4/2020,Nunavachak,
TOGHER_2020_06_10_16_09_40,Gordan Jensen,icicle,5,3,298,408,1,10,5,101,3,5/4/2020,Nunavachak,
TOGHER_2020_06_08_16_38_43,Gordan Jensen,icicle,5,3,277,312,2,7,5,19,5,5/4/2020,Nunavachak,
TOGHER_2020_06_10_12_08_18,Gordan Jensen,icicle,5,2,277,312,2,7,5,85,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_12_18_41,Gordan Jensen,icicle,5,10,274,306,2,6,5,39,44,5/13/2020,Nunavachak,
TOGHER_2020_06_08_16_34_12,Gordan Jensen,icicle,5,4,280,311,1,7,5,18,1,5/4/2020,Nunavachak,
TOGHER_2020_06_10_12_08_18,Gordan Jensen,icicle,5,6,276,304,1,6,5,85,38,5/10/2020,Nunavachak,
TOGHER_2020_06_10_09_24_08,Gordan Jensen,icicle,5,8,267,311,2,7,5,64,49,5/13/2020,Nunavachak,
TOGHER_2020_06_08_15_39_44,Gordan Jensen,icicle,5,1,285,333,2,8,5,15,1,5/4/2020,Nunavachak,
TOGHER_2020_06_10_16_09_40,Gordan Jensen,icicle,5,7,280,304,1,6,5,101,3,5/4/2020,Nunavachak,
TOGHER_2020_06_08_15_44_20,Gordan Jensen,icicle,5,6,304,399,1,10,5,16,1,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_33_04,Gordan Jensen,icicle,5,4,260,238,2,5,5,60,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_14_49_33,Gordan Jensen,icicle,5,10,273,348,2,9,5,47,4,5/4/2020,Nunavachak,
TOGHER_2020_06_08_15_39_44,Gordan Jensen,icicle,5,3,280,323,1,8,4,15,1,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_15_58,Gordan Jensen,icicle,5,7,271,310,2,7,5,38,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_15_00_31,Gordan Jensen,icicle,5,2,272,323,1,8,5,49,4,5/4/2020,Nunavachak,
TOGHER_2020_06_10_09_24_08,Gordan Jensen,icicle,5,1,246,238,2,5,5,64,49,5/13/2020,Nunavachak,
TOGHER_2020_06_08_17_53_31,Gordan Jensen,icicle,5,6,306,450,2,11,4,25,5,5/4/2020,Nunavachak,
TOGHER_2020_06_09_15_06_28,Gordan Jensen,icicle,5,1,279,347,1,9,5,51,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_13_00,Gordan Jensen,icicle,5,3,273,323,2,8,4,56,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_17_53_31,Gordan Jensen,icicle,5,9,279,323,2,28,5,25,5,5/4/2020,Nunavachak,
TOGHER_2020_06_08_17_53_31,Gordan Jensen,icicle,5,10,236,199,1,4,5,25,5,5/4/2020,Nunavachak,
TOGHER_2020_06_10_11_35_26,Gordan Jensen,icicle,5,3,258,238,1,5,5,80,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_08_14_19_01,Gordan Jensen,icicle,5,4,254,237,1,5,5,6,24,5/8/2020,Nunavachak,
TOGHER_2020_06_10_15_20_26,Gordan Jensen,icicle,5,4,279,323,2,8,4,96,2,5/4/2020,Nunavachak,
TOGHER_2020_06_10_16_17_54,Gordan Jensen,icicle,5,4,266,310,2,7,5,104,3,5/4/2020,Nunavachak,
TOGHER_2020_06_10_15_32_09,Gordan Jensen,icicle,5,1,267,302,2,6,5,99,3,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_43_44,Gordan Jensen,icicle,5,4,267,320,2,8,5,44,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_09_53_59,Gordan Jensen,icicle,5,7,232,170,1,4,5,26,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_14_31_50,Gordan Jensen,icicle,5,3,267,301,2,6,5,92,2,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_05_23,Gordan Jensen,icicle,5,10,255,237,2,5,4,36,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_09_53_59,Gordan Jensen,icicle,5,10,224,186,NA,28,NA,26,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_12_36_13,Gordan Jensen,icicle,5,1,282,320,1,8,5,90,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_15_00_31,Gordan Jensen,icicle,5,4,281,300,1,6,5,49,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_32_16,Gordan Jensen,icicle,5,6,252,237,2,5,4,42,44,5/13/2020,Nunavachak,
TOGHER_2020_06_08_14_57_09,Gordan Jensen,icicle,5,6,276,309,2,7,4,8,24,5/8/2020,Nunavachak,
TOGHER_2020_06_09_10_02_07,Gordan Jensen,icicle,5,5,226,171,2,4,5,27,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_12_28_58,Gordan Jensen,icicle,5,2,275,309,2,7,4,89,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_10_02_07,Gordan Jensen,icicle,5,7,230,171,1,4,5,27,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_12_15_58,Gordan Jensen,icicle,5,10,278,299,1,6,5,38,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_10_02_07,Gordan Jensen,icicle,5,9,222,157,1,29,4,27,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_14_35_27,Gordan Jensen,icicle,5,9,267,320,2,8,5,93,2,5/4/2020,Nunavachak,
TOGHER_2020_06_10_14_31_50,Gordan Jensen,icicle,5,2,270,298,1,6,5,92,2,5/4/2020,Nunavachak,
TOGHER_2020_06_09_10_18_48,Gordan Jensen,icicle,5,2,230,183,2,28,5,28,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_10_18_48,Gordan Jensen,icicle,5,3,219,167,1,29,5,28,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_10_18_48,Gordan Jensen,icicle,5,4,231,202,2,4,5,28,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_14_49_33,Gordan Jensen,icicle,5,5,252,237,2,5,5,47,4,5/4/2020,Nunavachak,
TOGHER_2020_06_10_09_26_39,Gordan Jensen,icicle,5,8,274,308,2,7,7,65,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_15_03_36,Gordan Jensen,icicle,5,5,263,296,1,6,5,50,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_10_18_48,Gordan Jensen,icicle,5,8,219,179,1,4,5,28,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_10_18_48,Gordan Jensen,icicle,5,9,219,154,1,4,5,28,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_10_18_48,Gordan Jensen,icicle,5,10,216,186,2,4,5,28,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_10_25_12,Gordan Jensen,icicle,5,1,228,185,2,4,5,29,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_16_12_48,Gordan Jensen,icicle,5,7,267,296,2,6,5,102,3,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_41_57,Gordan Jensen,icicle,5,9,252,237,2,5,4,61,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_17_02_35,Gordan Jensen,icicle,5,4,268,237,1,5,5,62,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_11_54_32,Gordan Jensen,icicle,5,9,255,237,1,5,5,NA,NA,5/10/2020,Nunavachak,
TOGHER_2020_06_08_15_35_19,Gordan Jensen,icicle,5,3,264,295,2,6,5,14,1,5/4/2020,Nunavachak,
TOGHER_2020_06_10_12_24_12,Gordan Jensen,icicle,5,3,273,294,1,6,5,88,38,5/10/2020,Nunavachak,
TOGHER_2020_06_08_15_35_19,Gordan Jensen,icicle,5,8,266,292,2,6,4,14,1,5/4/2020,Nunavachak,
TOGHER_2020_06_08_16_38_43,Gordan Jensen,icicle,5,2,269,319,2,8,4,19,5,5/4/2020,Nunavachak,
TOGHER_2020_06_08_17_48_54,Gordan Jensen,icicle,5,10,254,236,2,5,4,24,5,5/4/2020,Nunavachak,
TOGHER_2020_06_10_09_42_40,Gordan Jensen,icicle,5,6,259,235,2,5,5,70,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_10_28_19,Gordan Jensen,icicle,5,2,230,170,1,4,5,30,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_16_13_00,Gordan Jensen,icicle,5,1,259,234,1,5,5,56,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_10_28_19,Gordan Jensen,icicle,5,4,235,182,2,4,5,30,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_10_28_19,Gordan Jensen,icicle,5,5,240,183,1,4,5,30,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_10_28_19,Gordan Jensen,icicle,5,6,223,163,1,4,4,30,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_10_28_19,Gordan Jensen,icicle,5,7,232,161,1,28,5,30,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_15_06_28,Gordan Jensen,icicle,5,5,253,233,1,5,5,51,4,5/4/2020,Nunavachak,
TOGHER_2020_06_10_11_38_30,Gordan Jensen,icicle,5,4,267,292,1,6,5,81,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_09_39_50,Gordan Jensen,icicle,5,4,253,230,2,5,5,69,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_11_11_36,Gordan Jensen,icicle,5,5,249,229,2,5,4,35,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_16_33_04,Gordan Jensen,icicle,5,2,273,290,2,6,5,60,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_13_49_23,Gordan Jensen,icicle,5,7,270,289,2,6,4,3,24,5/8/2020,Nunavachak,
TOGHER_2020_06_10_14_35_27,Gordan Jensen,icicle,5,1,278,288,1,6,5,93,2,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_13_00,Gordan Jensen,icicle,5,8,277,307,2,7,4,56,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_10_32_43,Gordan Jensen,icicle,5,6,238,185,2,4,4,31,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_16_41_57,Gordan Jensen,icicle,5,4,272,307,2,7,5,61,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_10_32_43,Gordan Jensen,icicle,5,8,229,161,1,4,5,31,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_10_27_25,Gordan Jensen,icicle,5,2,261,287,2,6,5,71,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_10_27_25,Gordan Jensen,icicle,5,10,257,229,2,5,5,71,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_11_35_26,Gordan Jensen,icicle,5,2,264,287,2,6,5,80,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_10_59_54,Gordan Jensen,icicle,5,2,236,179,1,4,5,32,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_10_59_54,Gordan Jensen,icicle,5,3,231,171,2,4,4,32,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_10_59_54,Gordan Jensen,icicle,5,4,236,164,1,4,5,32,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_14_42_33,Gordan Jensen,icicle,5,5,271,287,1,6,5,94,2,5/4/2020,Nunavachak,
TOGHER_2020_06_10_12_36_13,Gordan Jensen,icicle,5,8,266,306,2,7,5,90,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_10_59_54,Gordan Jensen,icicle,5,7,221,139,1,4,5,32,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_10_59_54,Gordan Jensen,icicle,5,8,231,172,2,4,4,32,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_10_59_54,Gordan Jensen,icicle,5,9,232,188,1,3,5,32,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_10_59_54,Gordan Jensen,icicle,5,10,288,399,2,28,5,32,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_16_17_54,Gordan Jensen,icicle,5,1,269,287,1,6,5,104,3,5/4/2020,Nunavachak,
TOGHER_2020_06_09_11_04_50,Gordan Jensen,icicle,5,2,240,181,1,28,5,33,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_11_28_17,Gordan Jensen,icicle,5,8,251,228,1,5,5,78,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_11_04_50,Gordan Jensen,icicle,5,4,233,158,2,3,4,33,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_16_15_10,Gordan Jensen,icicle,5,5,257,228,1,5,5,103,3,5/4/2020,Nunavachak,
TOGHER_2020_06_09_11_04_50,Gordan Jensen,icicle,5,6,236,171,1,4,5,33,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_11_04_50,Gordan Jensen,icicle,5,7,248,211,1,28,5,33,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_10_41_30,Gordan Jensen,icicle,5,2,255,227,1,5,5,75,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_10_45_16,Gordan Jensen,icicle,5,1,249,226,2,5,5,76,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_11_04_50,Gordan Jensen,icicle,5,10,233,162,1,4,5,33,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_15_06_28,Gordan Jensen,icicle,5,3,279,318,2,8,5,51,4,5/4/2020,Nunavachak,
TOGHER_2020_06_08_15_44_20,Gordan Jensen,icicle,5,7,271,286,1,6,5,16,1,5/4/2020,Nunavachak,
TOGHER_2020_06_10_12_13_11,Gordan Jensen,icicle,5,10,274,305,2,7,5,86,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_11_07_41,Gordan Jensen,icicle,5,4,257,213,1,28,5,34,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_11_07_41,Gordan Jensen,icicle,5,5,238,182,2,4,4,34,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_15_26_07,Gordan Jensen,icicle,5,1,245,223,2,5,5,97,2,5/4/2020,Nunavachak,
TOGHER_2020_06_09_11_07_41,Gordan Jensen,icicle,5,7,233,169,1,4,5,34,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_11_07_41,Gordan Jensen,icicle,5,8,242,163,1,4,5,34,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_11_07_41,Gordan Jensen,icicle,5,9,232,166,1,4,5,34,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_11_07_41,Gordan Jensen,icicle,5,10,239,167,1,4,5,34,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_15_36_40,Gordan Jensen,icicle,5,9,261,223,1,5,7,100,3,5/4/2020,Nunavachak,
TOGHER_2020_06_09_11_11_36,Gordan Jensen,icicle,5,2,231,170,2,3,4,35,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_11_11_36,Gordan Jensen,icicle,5,3,267,282,2,28,5,35,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_11_11_36,Gordan Jensen,icicle,5,4,248,208,2,4,4,35,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_11_38_30,Gordan Jensen,icicle,5,6,257,222,1,5,7,81,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_10_30_05,Gordan Jensen,icicle,5,1,257,221,2,5,7,72,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_16_07_18,Gordan Jensen,icicle,5,4,256,219,2,5,5,54,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_16_50_33,Gordan Jensen,icicle,5,3,274,317,2,8,4,21,5,5/4/2020,Nunavachak,
TOGHER_2020_06_10_10_38_26,Gordan Jensen,icicle,5,8,244,216,2,5,5,74,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_12_15_58,Gordan Jensen,icicle,5,1,268,285,2,6,4,38,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_05_23,Gordan Jensen,icicle,5,4,252,215,1,5,5,36,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_05_23,Gordan Jensen,icicle,5,2,229,173,2,4,5,36,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_12_24_12,Gordan Jensen,icicle,5,9,270,302,2,7,5,88,38,5/10/2020,Nunavachak,
TOGHER_2020_06_10_14_47_01,Gordan Jensen,icicle,5,2,251,215,2,5,7,95,2,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_05_23,Gordan Jensen,icicle,5,5,228,181,2,4,5,36,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_39_50,Gordan Jensen,icicle,5,7,254,213,1,5,5,69,49,5/13/2020,Nunavachak,
TOGHER_2020_06_08_17_44_41,Gordan Jensen,icicle,5,10,281,399,2,10,4,23,5,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_05_23,Gordan Jensen,icicle,5,8,240,180,1,4,5,36,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_14_46_45,Gordan Jensen,icicle,5,5,270,285,1,6,5,46,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_13_00,Gordan Jensen,icicle,5,7,247,212,2,5,5,56,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_12_11_06,Gordan Jensen,icicle,5,1,246,207,2,28,4,37,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_11_06,Gordan Jensen,icicle,5,2,236,169,1,4,5,37,44,5/13/2020,Nunavachak,
TOGHER_2020_06_08_13_49_23,Gordan Jensen,icicle,5,10,252,211,1,5,5,3,24,5/8/2020,Nunavachak,
TOGHER_2020_06_09_12_11_06,Gordan Jensen,icicle,5,4,271,253,1,28,5,37,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_39_50,Gordan Jensen,icicle,5,2,245,211,2,5,5,69,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_12_13_11,Gordan Jensen,icicle,5,7,269,284,1,6,5,86,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_12_11_06,Gordan Jensen,icicle,5,7,224,131,1,4,7,37,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_11_06,Gordan Jensen,icicle,5,8,245,206,2,4,5,37,44,5/13/2020,Nunavachak,
TOGHER_2020_06_08_15_01_23,Gordan Jensen,icicle,5,3,270,282,2,6,4,9,24,5/8/2020,Nunavachak,
TOGHER_2020_06_09_12_11_06,Gordan Jensen,icicle,5,10,268,277,2,28,5,37,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_12_36_13,Gordan Jensen,icicle,5,6,268,281,2,6,5,90,38,5/10/2020,Nunavachak,
TOGHER_2020_06_10_12_13_11,Gordan Jensen,icicle,5,4,249,211,2,5,5,86,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_12_15_58,Gordan Jensen,icicle,5,3,277,331,2,28,4,38,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_32_16,Gordan Jensen,icicle,5,8,263,279,2,6,5,42,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_15_58,Gordan Jensen,icicle,5,5,243,185,2,4,5,38,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_15_58,Gordan Jensen,icicle,5,6,274,288,1,28,5,38,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_14_35_27,Gordan Jensen,icicle,5,8,265,300,1,7,5,93,2,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_40_06,Gordan Jensen,icicle,5,9,274,279,2,6,5,43,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_15_58,Gordan Jensen,icicle,5,9,235,169,1,4,5,38,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_11_51_07,Gordan Jensen,icicle,5,1,264,279,2,6,5,82,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_08_14_09_47,Gordan Jensen,icicle,5,6,271,299,2,7,5,5,24,5/8/2020,Nunavachak,
TOGHER_2020_06_10_15_29_13,Gordan Jensen,icicle,5,4,268,317,2,8,5,98,2,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_18_41,Gordan Jensen,icicle,5,3,222,148,1,4,5,39,44,5/13/2020,Nunavachak,
TOGHER_2020_06_08_14_04_58,Gordan Jensen,icicle,5,10,255,210,1,5,5,4,24,5/8/2020,Nunavachak,
TOGHER_2020_06_09_12_18_41,Gordan Jensen,icicle,5,5,251,197,1,4,5,39,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_14_42_33,Gordan Jensen,icicle,5,7,265,279,1,6,5,94,2,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_18_41,Gordan Jensen,icicle,5,7,308,419,1,12,5,39,44,5/13/2020,Nunavachak,
TOGHER_2020_06_08_16_28_54,Gordan Jensen,icicle,5,1,284,343,1,9,5,17,1,5/4/2020,Nunavachak,
TOGHER_2020_06_10_12_24_12,Gordan Jensen,icicle,5,4,280,299,1,7,5,88,38,5/10/2020,Nunavachak,
TOGHER_2020_06_10_14_47_01,Gordan Jensen,icicle,5,1,271,279,1,6,5,95,2,5/4/2020,Nunavachak,
TOGHER_2020_06_08_17_48_54,Gordan Jensen,icicle,5,4,263,298,1,7,5,24,5,5/4/2020,Nunavachak,
TOGHER_2020_06_10_15_20_26,Gordan Jensen,icicle,5,2,262,279,1,6,5,96,2,5/4/2020,Nunavachak,
TOGHER_2020_06_08_13_49_23,Gordan Jensen,icicle,5,9,273,278,1,6,5,3,24,5/8/2020,Nunavachak,
TOGHER_2020_06_08_16_28_54,Gordan Jensen,icicle,5,5,274,297,1,7,5,17,1,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_40_06,Gordan Jensen,icicle,5,8,265,297,2,7,5,43,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_16_41_57,Gordan Jensen,icicle,5,3,286,297,2,7,5,61,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_12_23_46,Gordan Jensen,icicle,5,7,222,134,1,4,7,40,44,5/13/2020,Nunavachak,
TOGHER_2020_06_08_13_49_23,Gordan Jensen,icicle,5,5,246,209,1,5,5,3,24,5/8/2020,Nunavachak,
TOGHER_2020_06_09_12_23_46,Gordan Jensen,icicle,5,9,267,274,1,11,5,40,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_23_46,Gordan Jensen,icicle,5,10,241,180,1,28,5,40,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_10_38_26,Gordan Jensen,icicle,5,6,270,297,2,7,5,74,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_08_17_48_54,Gordan Jensen,icicle,5,7,267,316,2,8,4,24,5,5/4/2020,Nunavachak,
TOGHER_2020_06_08_15_23_51,Gordan Jensen,icicle,5,4,274,314,2,8,5,12,1,5/4/2020,Nunavachak,
TOGHER_2020_06_10_12_28_58,Gordan Jensen,icicle,5,6,270,297,1,7,5,89,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_12_28_36,Gordan Jensen,icicle,5,5,321,394,1,12,NA,41,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_28_36,Gordan Jensen,icicle,5,6,246,175,2,4,7,41,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_15_03_36,Gordan Jensen,icicle,5,3,267,278,1,6,5,50,4,5/4/2020,Nunavachak,
TOGHER_2020_06_08_16_46_30,Gordan Jensen,icicle,5,10,262,311,2,8,4,20,5,5/4/2020,Nunavachak,
TOGHER_2020_06_08_16_46_30,Gordan Jensen,icicle,5,3,237,209,2,5,4,20,5,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_32_16,Gordan Jensen,icicle,5,7,237,209,2,5,4,42,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_15_14_30,Gordan Jensen,icicle,5,1,263,278,2,6,5,53,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_16_55_08,Gordan Jensen,icicle,5,9,270,277,1,6,5,22,5,5/4/2020,Nunavachak,
TOGHER_2020_06_09_14_42_50,Gordan Jensen,icicle,5,3,270,295,1,7,5,45,4,5/4/2020,Nunavachak,
